user_id,age,device,income,num_conditions,premium,marketing_channels
1102,32,desktop,134157,6,2475.71060977994,facebook
1103,37,desktop,154325,1,1645.07888437363,instagram
1104,40,desktop,108521,2,1337.03280580239,podcast
1105,19,desktop,86418,0,1006.29720535123,paid_search_nb
1106,36,desktop,121874,3,1850.20346213293,instagram
1107,45,desktop,175927,2,1842.80928852764,podcast
1108,18,desktop,122247,3,1601.16584067633,tv
1109,38,desktop,117351,4,1678.88492354952,paid_search_nb
1110,44,desktop,128557,3,1763.85202540449,podcast
1111,41,desktop,113209,3,1901.86312856979,podcast
1112,30,desktop,109805,2,1546.54104031372,podcast
1113,25,desktop,131268,1,1115.86335550795,facebook
1114,40,desktop,153070,3,1554.47061181741,paid_search_nb
1115,48,desktop,166761,5,2555.94739758695,paid_search_nb
1116,33,desktop,141323,2,1245.28124558457,podcast
1117,56,desktop,182878,4,2508.92438267977,podcast
1118,25,desktop,137183,2,1156.40069081795,tv
1119,29,desktop,128243,1,1633.15442826432,paid_search_nb
1120,25,desktop,120502,1,1213.8385505117,podcast
1121,26,desktop,133611,2,1531.20862186415,paid_search_nb
1122,32,desktop,113664,4,1983.9450857383,podcast
1123,44,desktop,160370,5,2558.89228055948,paid_search_nb
1124,43,desktop,156485,3,2133.03821262281,podcast
1125,30,desktop,134495,2,1664.4533828801,paid_search_nb
1126,25,desktop,136707,3,1564.72896621233,podcast
1127,32,desktop,113069,1,1040.97973091893,facebook
1128,28,desktop,87853,2,1472.72405257202,paid_search_nb
1129,44,desktop,122321,3,1845.16015975585,instagram
1130,35,desktop,107084,2,1579.85861752597,instagram
1131,51,desktop,178056,4,1818.03363981828,podcast
1132,24,desktop,125929,1,1402.28345734311,podcast
1133,52,desktop,180568,5,2672.36602951544,podcast
1134,34,desktop,139765,4,1837.41199337872,podcast
1135,45,desktop,137703,4,1870.6398142237,instagram
1136,29,desktop,93627,3,1626.27112413276,paid_search_nb
1137,49,desktop,175093,3,1991.20342991262,podcast
1138,38,desktop,146108,2,1174.39786800448,paid_search_nb
1139,27,desktop,141808,3,1593.76573933578,instagram
1140,46,desktop,162610,2,1719.32406479144,podcast
1141,21,desktop,114681,3,1521.13621293301,podcast
1142,36,desktop,148374,2,1748.87807116069,instagram
1143,31,desktop,133446,2,1604.61876348466,paid_search_nb
1144,57,desktop,150042,5,1975.35771984638,podcast
1145,30,desktop,134399,2,1234.73451157939,paid_search_nb
1146,35,desktop,141646,3,1454.41392521346,paid_search_nb
1147,37,desktop,163686,3,1181.44230073922,instagram
1148,35,desktop,114666,4,2081.08849743345,podcast
1149,51,desktop,175109,5,2299.36455238957,podcast
1150,45,desktop,172739,1,1530.86699672139,paid_search_nb
1151,28,desktop,126812,1,1376.27991739488,paid_search_nb
1152,39,desktop,169894,4,2001.59356446885,paid_search_nb
1153,43,desktop,129332,4,1740.95451327787,facebook
1154,35,desktop,142404,3,2171.68077778437,podcast
1155,23,desktop,116989,4,2092.66085961276,paid_search_nb
1156,43,desktop,164878,3,1549.60474885869,podcast
1157,30,desktop,136796,4,1826.43067117634,podcast
1158,25,desktop,124654,0,1028.30196549425,tv
1159,37,desktop,157230,2,2006.21183112839,paid_search_nb
1160,36,desktop,145049,2,1917.70340624617,tv
1161,37,desktop,123800,2,1312.37711863306,podcast
1162,48,desktop,172220,2,1669.56326504142,instagram
1163,36,desktop,146293,3,1651.83697174492,paid_search_nb
1164,33,desktop,108033,4,1705.51603800061,podcast
1165,35,desktop,119117,2,1339.77331517761,paid_search_nb
1166,42,desktop,160561,4,2234.07272182536,paid_search_nb
1167,30,desktop,138333,2,1732.25541864466,paid_search_nb
1168,32,desktop,103755,3,1941.90603448164,podcast
1169,30,desktop,133326,4,1787.21041346962,facebook
1170,20,desktop,120875,4,1853.31023716416,facebook
1171,42,desktop,166517,2,1628.24883346491,podcast
1172,34,desktop,148614,2,1938.53965087544,paid_search_nb
1173,28,desktop,96138,1,1161.38321663455,instagram
1174,37,desktop,161516,4,1804.6277126661,instagram
1175,45,desktop,163000,2,1201.5686809402,paid_search_nb
1176,22,desktop,120936,2,1207.82191997144,podcast
1177,24,desktop,88104,1,817.875856483959,instagram
1178,37,desktop,123278,5,2313.88234689722,podcast
1179,24,desktop,94648,4,1936.56331636348,paid_search_nb
1180,44,desktop,174664,3,1566.78909125482,facebook
1181,38,desktop,152263,3,1830.81426945766,podcast
1182,52,desktop,180975,3,1644.39498025844,facebook
1183,25,desktop,123682,2,1351.21453552497,paid_search_nb
1184,53,desktop,199010,5,2627.63219687774,podcast
1185,23,desktop,91486,3,1091.5603652198,paid_search_nb
1186,33,desktop,149641,4,2014.73601118904,podcast
1187,44,desktop,159100,2,2065.59743590599,podcast
1188,49,desktop,178221,2,1622.37247241633,podcast
1189,21,desktop,125176,2,1230.57068343619,instagram
1190,36,desktop,157189,2,1737.63560467919,instagram
1191,45,desktop,126998,4,1939.70034207722,paid_search_nb
1192,31,desktop,132003,1,988.791773555544,podcast
1193,22,desktop,123782,3,1345.05677427644,podcast
1194,20,desktop,111964,3,1558.4679680596,podcast
1195,36,desktop,148975,4,1941.14385785267,podcast
1196,51,desktop,176601,4,1876.53836833583,podcast
1197,43,desktop,164352,2,1331.61598956254,podcast
1198,44,desktop,118084,2,1593.97018785797,podcast
1199,42,desktop,155736,5,2307.96833891307,instagram
1200,33,desktop,137281,3,1888.64803853471,podcast
1201,36,desktop,105584,3,1745.91535994542,instagram
1202,22,desktop,120123,1,1161.80911901412,podcast
1203,25,desktop,124386,1,1190.86646321005,podcast
1204,50,desktop,177463,4,2184.53721432636,facebook
1205,22,desktop,121575,4,2010.30049939295,podcast
1206,42,desktop,174494,3,1339.64781072396,podcast
1207,53,desktop,177470,4,2389.09555176479,podcast
1208,25,desktop,121770,0,1283.90848483941,podcast
1209,42,desktop,155072,3,1891.73061890513,instagram
1210,28,desktop,149016,3,1625.51708402381,paid_search_nb
1211,37,desktop,149324,2,1742.30956434982,paid_search_nb
1212,41,desktop,119267,3,1726.56625018015,podcast
1213,23,desktop,119957,1,1088.17121491672,paid_search_nb
1214,53,desktop,145242,5,2306.40146094615,podcast
1215,41,desktop,155025,3,1852.61240794192,podcast
1216,43,desktop,133997,3,1843.57585144978,podcast
1217,40,desktop,121018,3,1420.87709589708,instagram
1218,29,desktop,129910,1,905.479328355963,podcast
1219,24,desktop,133087,5,2212.32768497636,paid_search_nb
1220,20,desktop,117744,1,750.055384979345,instagram
1221,24,desktop,124237,1,1334.3234248033,paid_search_nb
1222,48,desktop,131333,3,1705.30656886473,podcast
1223,28,desktop,127762,1,1450.39623298584,podcast
1224,41,desktop,154455,4,2200.32995231241,paid_search_nb
1225,26,desktop,95421,2,1077.86556749325,podcast
1226,37,desktop,144186,3,1918.12516380846,podcast
1227,41,desktop,166653,4,2237.1864657393,facebook
1228,28,desktop,126046,1,1506.03901445679,instagram
1229,35,desktop,119462,1,1378.86297678277,instagram
1230,43,desktop,168694,4,2312.89294306323,podcast
1231,40,desktop,168836,3,1888.16346365221,paid_search_nb
1232,29,desktop,129907,1,1479.88292823525,paid_search_nb
1233,29,desktop,106772,2,1159.4327642596,paid_search_nb
1234,32,desktop,135740,3,2022.35837725641,podcast
1235,30,desktop,134447,2,1553.5205189236,podcast
1236,40,desktop,151700,3,1627.47100524246,podcast
1237,39,desktop,165765,4,2376.69935177241,podcast
1238,30,desktop,137603,2,1766.83199809942,instagram
1239,26,desktop,126868,2,1387.29854341102,paid_search_nb
1240,29,desktop,142508,1,1482.21579944026,tv
1241,46,desktop,165368,1,1373.78948436203,paid_search_nb
1242,45,desktop,166226,4,2277.43435125651,podcast
1243,48,desktop,175390,5,2266.05638761229,facebook
1244,57,desktop,161886,5,2359.35019859631,paid_search_nb
1245,54,desktop,194982,3,2019.10297369826,podcast
1246,35,desktop,98884,4,1633.62221646166,paid_search_nb
1247,37,desktop,116765,2,1132.33767130023,podcast
1248,54,desktop,186188,5,2411.00025672875,podcast
1249,37,desktop,170970,2,1611.41652660261,instagram
1250,37,desktop,113352,5,2381.22684275354,facebook
1251,45,desktop,109348,2,1664.54797862601,instagram
1252,34,desktop,114745,4,1986.38816445608,instagram
1253,36,desktop,151633,3,1712.52363497596,instagram
1254,23,desktop,120386,3,1652.94105851328,podcast
1255,33,desktop,105494,2,1180.05947856728,paid_search_nb
1256,20,desktop,86154,1,1065.39497963879,facebook
1257,48,desktop,132544,3,2165.83026900563,paid_search_nb
1258,38,desktop,154150,2,1743.2528390684,paid_search_nb
1259,36,desktop,157870,3,2038.16298975028,facebook
1260,19,desktop,80696,2,1420.93122381857,paid_search_nb
1261,30,desktop,148088,2,1506.43998132847,podcast
1262,29,desktop,131135,3,1668.28969450248,paid_search_nb
1263,35,desktop,148518,2,1517.86696683584,instagram
1264,38,desktop,146301,2,1402.22727845923,facebook
1265,28,desktop,96007,1,1124.25733616888,podcast
1266,28,desktop,139198,3,2067.04450557025,podcast
1267,24,desktop,119079,3,1700.88392943563,instagram
1268,46,desktop,163553,3,1817.79618654283,paid_search_nb
1269,27,desktop,94808,3,1508.62537491378,facebook
1270,45,desktop,175479,1,1143.63911382108,podcast
1271,42,desktop,157214,2,1716.24225640226,paid_search_nb
1272,20,desktop,78011,1,1037.86865977374,podcast
1273,29,desktop,134352,3,1733.22493120556,paid_search_nb
1274,38,desktop,148474,2,1384.21913380568,podcast
1275,31,desktop,110865,4,1945.29885636902,podcast
1276,62,desktop,197966,5,2062.58085620043,facebook
1277,38,desktop,146096,2,1454.00336469205,paid_search_nb
1278,27,desktop,129910,3,1601.93182299735,paid_search_nb
1279,30,desktop,136471,4,1728.76443994001,instagram
1280,24,desktop,121903,2,1552.75039451313,paid_search_nb
1281,43,desktop,125020,4,1569.17607285405,paid_search_nb
1282,34,desktop,140657,3,1835.47258783352,tv
1283,36,desktop,162192,3,2006.6244652021,facebook
1284,19,desktop,81769,4,1784.18602193711,podcast
1285,29,desktop,139217,2,1428.35360845443,podcast
1286,50,desktop,178437,4,2406.77738365293,facebook
1287,31,desktop,133553,3,1587.09136464407,paid_search_nb
1288,48,desktop,142640,3,1953.40614989914,paid_search_nb
1289,32,desktop,137888,2,1283.77170082857,facebook
1290,19,desktop,111110,3,1655.47716492952,podcast
1291,56,desktop,182952,3,2330.76113187186,instagram
1292,27,desktop,124470,3,1911.91366912152,podcast
1293,44,desktop,124373,3,1614.34375269112,tv
1294,36,desktop,143674,4,2019.48786497558,podcast
1295,33,desktop,154173,2,1520.13933102488,paid_search_nb
1296,27,desktop,146146,2,1770.63806134809,instagram
1297,24,desktop,119868,2,1299.16535472418,podcast
1298,50,desktop,177627,2,1909.18802184436,tv
1299,35,desktop,153383,3,1813.24893969335,instagram
1300,31,desktop,138654,4,1636.2988145337,podcast
1301,35,desktop,145144,4,1770.99412912886,podcast
1302,27,desktop,139988,2,1241.17030760916,facebook
1303,35,desktop,148344,4,1764.2160676084,podcast
1304,47,desktop,165386,4,1790.24076228482,paid_search_nb
1305,27,desktop,127700,2,1442.58747359686,paid_search_nb
1306,27,desktop,95970,1,1022.48904266703,podcast
1307,24,desktop,83619,1,973.164596799369,paid_search_nb
1308,24,desktop,135180,4,1598.85097516092,facebook
1309,33,desktop,146347,3,1436.37264768402,facebook
1310,36,desktop,119361,5,2304.46051314931,podcast
1311,35,desktop,150524,3,1397.55236630836,paid_search_nb
1312,33,desktop,102062,3,1942.42315680173,podcast
1313,40,desktop,112963,3,1788.12877763446,podcast
1314,46,desktop,164445,3,1685.57259033347,paid_search_nb
1315,40,desktop,152151,3,1889.9608841272,podcast
1316,26,desktop,137132,1,1377.37099424452,paid_search_nb
1317,38,desktop,151844,3,1763.01137301177,instagram
1318,49,desktop,175992,3,1713.88949629516,podcast
1319,40,desktop,153361,3,1651.34368826498,facebook
1320,40,desktop,153147,4,2073.8450514806,instagram
1321,34,desktop,151545,1,1212.74582433145,facebook
1322,43,desktop,158972,4,2317.742838109,paid_search_nb
1323,30,desktop,132418,0,1082.62592249307,podcast
1324,36,desktop,146435,4,1924.57537931689,paid_search_nb
1325,24,desktop,94762,2,1518.12603751678,podcast
1326,44,desktop,160329,3,1836.73091004136,paid_search_nb
1327,29,desktop,139528,1,1190.64804767736,facebook
1328,42,desktop,128996,2,1620.87562382117,instagram
1329,45,desktop,161785,2,1849.5935131237,podcast
1330,36,desktop,117604,2,1837.10811673899,facebook
1331,27,desktop,126058,3,1941.88550228539,paid_search_nb
1332,36,desktop,143971,4,1753.02467251059,podcast
1333,38,desktop,146576,3,1544.66592226489,instagram
1334,57,desktop,185914,1,1624.37252923352,podcast
1335,53,desktop,187844,3,1801.11938440606,podcast
1336,38,desktop,147700,3,1685.55349671368,paid_search_nb
1337,33,desktop,112676,1,851.10779050772,podcast
1338,35,desktop,165794,5,1967.62852027704,tv
1339,30,desktop,133059,4,1549.29288750026,podcast
1340,44,desktop,159041,4,2253.04441254356,paid_search_nb
1341,39,desktop,157659,4,1769.45001153936,paid_search_nb
1342,41,desktop,172864,2,1967.22507127853,podcast
1343,38,desktop,117048,4,1745.94343560267,podcast
1344,24,desktop,119195,3,1798.27359455704,tv
1345,28,desktop,92900,3,1879.01613913827,podcast
1346,23,desktop,89986,1,1100.90028533958,instagram
1347,38,desktop,151036,4,2457.43209793241,paid_search_nb
1348,39,desktop,160718,4,2081.65933797584,paid_search_nb
1349,26,desktop,75029,2,1510.10435258639,podcast
1350,29,desktop,107678,2,1309.3126879447,podcast
1351,44,desktop,132685,4,2114.71168042739,podcast
1352,38,desktop,167919,2,1528.17935748112,paid_search_nb
1353,21,desktop,80354,3,1478.58182569243,paid_search_nb
1354,19,desktop,82919,3,1409.9748561818,facebook
1355,20,desktop,120044,1,1164.53346696186,facebook
1356,20,desktop,78422,1,1030.70299461779,instagram
1357,38,desktop,155672,4,2237.07773563282,podcast
1358,43,desktop,162097,2,1465.78075625857,podcast
1359,27,desktop,135976,3,1592.43922545379,paid_search_nb
1360,40,desktop,163872,4,2356.14318114146,podcast
1361,32,desktop,113487,2,1149.05458285271,facebook
1362,32,desktop,152302,3,1767.21378028564,facebook
1363,25,desktop,84864,1,1031.69323032705,instagram
1364,23,desktop,122910,1,1298.21921248975,instagram
1365,37,desktop,122333,2,1417.58613266235,paid_search_nb
1366,54,desktop,154569,5,2531.85240154093,podcast
1367,31,desktop,109585,4,1484.44223107402,paid_search_nb
1368,40,desktop,124686,4,1999.83182372508,paid_search_nb
1369,31,desktop,104805,3,1615.64758143074,paid_search_nb
1370,43,desktop,135207,3,1687.82135728177,instagram
1371,39,desktop,115353,4,1797.55898012641,tv
1372,30,desktop,142205,2,1423.87169917686,instagram
1373,31,desktop,105346,3,1534.8999129826,podcast
1374,30,desktop,132400,0,946.767619434875,paid_search_nb
1375,57,desktop,185331,5,2053.8244553077,podcast
1376,31,desktop,161133,4,2338.74944713812,instagram
1377,39,desktop,148409,5,2255.41881076914,instagram
1378,63,desktop,199576,4,2293.14432065303,podcast
1379,33,desktop,150471,2,1341.98853909687,podcast
1380,34,desktop,156893,3,1542.94565413645,instagram
1381,47,desktop,134666,2,1668.26933684981,paid_search_nb
1382,37,desktop,145937,5,2425.59613809827,podcast
1383,42,desktop,158896,2,1635.8884100111,podcast
1384,50,desktop,174771,4,2331.55283853746,paid_search_nb
1385,41,desktop,126758,4,1783.50746280016,podcast
1386,21,desktop,127356,3,1541.84408930635,paid_search_nb
1387,33,desktop,142402,5,1849.45172906101,instagram
1388,42,desktop,157344,2,1830.52162097778,tv
1389,33,desktop,146142,4,1586.54706515329,tv
1390,32,desktop,156357,4,1466.69101963214,paid_search_nb
1391,30,desktop,103215,2,1342.39105849509,podcast
1392,26,desktop,131983,3,1169.23885602283,paid_search_nb
1393,36,desktop,109170,6,2168.11145013453,facebook
1394,35,desktop,104302,2,1657.53120701352,podcast
1395,41,desktop,120530,2,1618.99333324213,paid_search_nb
1396,32,desktop,110855,5,2095.1431773247,paid_search_nb
1397,45,desktop,169795,3,1996.44967056386,podcast
1398,34,desktop,142161,3,1598.95592971712,podcast
1399,40,desktop,162984,4,2404.42809927234,paid_search_nb
1400,22,desktop,81352,1,803.94579201538,podcast
1401,25,desktop,123517,2,1378.55026682266,podcast
1402,34,desktop,109863,1,1285.47729270739,paid_search_nb
1403,30,desktop,143608,2,1359.95608372406,instagram
1404,43,desktop,132161,3,2069.94072164358,paid_search_nb
1405,29,desktop,134240,3,1571.99748455391,paid_search_nb
1406,31,desktop,150947,3,1520.19028373938,facebook
1407,52,desktop,181379,4,1963.03340216711,facebook
1408,39,desktop,117118,5,2279.02307825369,paid_search_nb
1409,45,desktop,137222,4,1787.06573297614,podcast
1410,39,desktop,162024,4,2300.85829717879,podcast
1411,33,desktop,146824,2,1589.17423364253,podcast
1412,35,desktop,152839,2,1803.90641532727,facebook
1413,45,desktop,163196,4,2367.72406080476,facebook
1414,39,desktop,111034,2,1553.92401843513,podcast
1415,36,desktop,117180,2,1789.60460969995,paid_search_nb
1416,28,desktop,104964,1,1312.85085021217,instagram
1417,38,desktop,155098,2,1204.24990023081,podcast
1418,38,desktop,116044,3,1342.17790923787,podcast
1419,37,desktop,146305,3,1460.82108507467,podcast
1420,30,desktop,149641,2,1602.84443133315,tv
1421,39,desktop,162999,5,2642.50429032669,paid_search_nb
1422,39,desktop,114423,2,1492.49678856128,paid_search_nb
1423,41,desktop,155164,3,1811.96044915041,instagram
1424,21,desktop,88974,5,1974.23727410963,podcast
1425,48,desktop,171360,1,1682.17958568979,facebook
1426,28,desktop,127265,2,1474.5550047861,podcast
1427,49,desktop,168156,3,1642.46422787893,instagram
1428,25,desktop,141815,2,1420.69201402209,podcast
1429,61,desktop,161801,5,2747.68311166772,paid_search_nb
1430,31,desktop,140445,4,2044.35156206455,podcast
1431,56,desktop,199790,5,2684.05502538581,paid_search_nb
1432,32,desktop,113448,1,1231.66647626921,paid_search_nb
1433,20,desktop,115678,4,1518.32753479571,podcast
1434,21,desktop,113129,1,1392.15473892814,podcast
1435,37,desktop,148233,2,1223.12829867872,instagram
1436,36,desktop,146205,3,1507.04240008534,paid_search_nb
1437,30,desktop,106130,2,1422.62373130217,podcast
1438,35,desktop,115393,3,1798.51826122264,podcast
1439,32,desktop,138297,3,1474.2045110518,tv
1440,40,desktop,159256,5,2069.25606613244,tv
1441,35,desktop,147626,3,1830.55525316795,paid_search_nb
1442,35,desktop,150393,2,1708.83362174854,podcast
1443,49,desktop,143142,3,2166.93148109915,podcast
1444,27,desktop,127704,2,1284.22235281832,podcast
1445,38,desktop,151581,4,1911.35411910392,podcast
1446,50,desktop,147100,2,1702.89496968012,podcast
1447,29,desktop,130398,1,1637.44977460463,podcast
1448,34,desktop,141449,2,1268.07090593241,facebook
1449,19,desktop,127451,1,1227.6354216842,podcast
1450,34,desktop,115702,3,1516.65167391925,paid_search_nb
1451,51,desktop,178758,4,2331.73511261824,facebook
1452,42,desktop,121801,3,1804.10292710601,podcast
1453,33,desktop,141899,3,1352.65486022449,facebook
1454,38,desktop,113458,3,1294.53156623499,paid_search_nb
1455,36,desktop,111215,4,1994.84802168006,paid_search_nb
1456,18,desktop,132249,2,1441.08061257683,podcast
1457,30,desktop,144490,6,2263.85428392174,facebook
1458,41,desktop,130913,3,1689.46371929338,instagram
1459,35,desktop,103027,3,1477.47385780943,podcast
1460,41,desktop,168462,4,2027.21575587831,paid_search_nb
1461,45,desktop,164094,4,2196.90040623794,instagram
1462,50,desktop,134401,2,1695.13193087486,paid_search_nb
1463,43,desktop,157365,3,1583.53592875288,podcast
1464,46,desktop,185207,2,1762.4182414996,instagram
1465,40,desktop,123682,4,1842.59205686698,instagram
1466,19,desktop,87828,4,1645.13939593798,paid_search_nb
1467,27,desktop,130488,3,1653.29861079257,paid_search_nb
1468,26,desktop,133916,5,1709.93341681202,facebook
1469,34,desktop,116907,4,1816.71111776664,instagram
1470,43,desktop,162228,4,1861.08574965203,paid_search_nb
1471,45,desktop,114777,3,1585.60732458701,podcast
1472,43,desktop,162622,3,1774.85471929817,paid_search_nb
1473,37,desktop,154101,3,1827.51225089217,podcast
1474,47,desktop,164937,1,1412.52342632688,paid_search_nb
1475,28,desktop,88553,1,1190.78899945491,instagram
1476,36,desktop,146552,3,1918.72428417039,paid_search_nb
1477,26,desktop,129149,2,1182.22414468748,facebook
1478,40,desktop,152554,3,1486.82645369639,paid_search_nb
1479,33,desktop,141233,2,1386.2592267828,podcast
1480,18,desktop,114600,4,1604.4401848292,instagram
1481,30,desktop,134232,2,1237.1114593537,paid_search_nb
1482,26,desktop,96115,0,947.102613622323,podcast
1483,44,desktop,160730,4,1921.64467823258,tv
1484,34,desktop,115129,3,1598.61242275548,podcast
1485,45,desktop,162936,5,2215.44076047446,podcast
1486,20,desktop,116013,2,1448.76821364437,podcast
1487,29,desktop,145514,0,1301.68133452083,podcast
1488,33,desktop,105928,3,1673.67487128586,podcast
1489,20,desktop,119583,2,1148.90470763561,instagram
1490,23,desktop,92942,2,1483.41866701576,podcast
1491,32,desktop,104340,3,1392.80008918913,paid_search_nb
1492,38,desktop,117625,2,1759.92022475353,podcast
1493,42,desktop,166428,4,2000.51544386151,instagram
1494,29,desktop,145730,2,1472.92271919414,instagram
1495,25,desktop,125028,3,1327.22006709836,instagram
1496,31,desktop,141423,4,2189.60661163964,instagram
1497,42,desktop,172086,4,2416.52293832237,podcast
1498,30,desktop,146240,4,1656.03803181449,instagram
1499,48,desktop,175499,3,1925.26353021557,instagram
1500,30,desktop,135728,2,1020.98396369305,facebook
1501,41,desktop,129773,4,1910.4972039358,podcast
1502,51,desktop,180002,2,1398.47197209886,podcast
1503,19,desktop,114752,2,988.384988050628,instagram
1504,30,desktop,138719,4,1694.82859278708,paid_search_nb
1505,48,desktop,173951,4,2025.29423921462,paid_search_nb
1506,29,desktop,137316,0,751.372704795083,podcast
1507,40,desktop,151837,4,1991.56593311493,podcast
1508,25,desktop,125008,2,1383.69158677942,podcast
1509,40,desktop,153874,3,1826.62939778206,podcast
1510,35,desktop,142067,3,1686.80224339311,instagram
1511,27,desktop,138918,4,2014.81387632819,podcast
1512,44,desktop,166417,1,1260.90108258916,podcast
1513,38,desktop,159848,3,1495.04443094527,podcast
1514,36,desktop,117056,1,1456.95794122369,instagram
1515,42,desktop,169565,4,2412.19250850097,podcast
